Date,Hour,Client_ID,Game,Video_Category,Post_Date_Hour,Editorial_Video_Plays
2018-12-28,11,2007085797,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,11,2058112046,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,11,2069925443,Knicks vs Hawks 2018-12-21,Front Office Interview,2018122119,1
2018-12-28,11,2132874569,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,11,2143164024,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,10792681.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,15461930.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,29814566.15,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,12,38253974.15,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122810,1
2018-12-28,12,45312975.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,72900063.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,90698691.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,143083091.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,147207983.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,161984101.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,161984101.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,173624591.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,192654351.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,204169231.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,12,211724448.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,255613140.1,Knicks at Bucks 2018-12-27,Player Interview,2018122810,2
2018-12-28,12,268688039.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,310275325.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,322540306.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,12,322540306.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,3
2018-12-28,12,351135123.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,383143795.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,394136956.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,409400841.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,446395346.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,473553405.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,12,473553405.2,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,12,488917942.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,488917942.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,490633691.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,512670588.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,513142502.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,12,513142502.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,560451781.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,12,615482792.1,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,625218607.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,628772231.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,646722619.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,678047122.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,12,678047122.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,678047122.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,759812741.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,12,770520328.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,771161168.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,787023132.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,816158393.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,819913716.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,819913716.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,878074653.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,905319296.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,912678676.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1008166306,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1009819249,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1013109468,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,1032485873,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1059907021,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,12,1059907021,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1085736111,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1121969065,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1132507318,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,12,1137142133,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1180330271,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1234793082,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1263633141,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1297275980,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,12,1297275980,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122810,1
2018-12-28,12,1305750412,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1307179340,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1434880814,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,1508406913,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1541934560,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,12,1550742520,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,1555708847,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1644350064,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1704322257,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1711213016,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1738528975,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1778545653,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1785181479,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,1785181479,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1824920301,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,12,1824945241,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1835708587,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1895651088,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,12,1895651088,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1923507009,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1930476707,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,1949842610,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,1958338577,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,2027149129,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,2040638359,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,12,2062209357,Knicks vs Heat 2018-04-06,Celebrity Alumni Interview,2018040621,1
2018-12-28,12,2071780729,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,12,2099510334,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,123317881.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,13,123317881.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122810,2
2018-12-28,13,123317881.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,2
2018-12-28,13,151474769.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,13,151474769.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,173713242.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,189349298.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,225515323.1,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,13,231396845.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,243574193.1,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,280552047.2,Knicks vs Nets 2018-01-30,Highlight Clip,2018013021,1
2018-12-28,13,320553641.2,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,13,342325566.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,357936252.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,455742386.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,466846107.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,13,466846107.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,475923651.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,13,475923651.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,13,475923651.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,477130899.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,13,477130899.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,505585832.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,13,548248076.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,556798740.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,577288557.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,13,577288557.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,674033065.2,"Knicks at Pelicans 2018-11-16,Knicks at Thunder 2018-11-14",Promo,2018111415,1
2018-12-28,13,949263458.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,968216984.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,13,1079907575,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,13,1079907575,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,1146169536,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1162149446,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1190832072,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1243496990,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1324886200,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1338586362,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,1465189669,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1649010290,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,13,1649010290,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,1650448341,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1729686631,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,13,1833452403,Knicks at Bucks 2018-12-27,Highlight Clip,2018122720,1
2018-12-28,13,1848042828,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1857758181,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,13,1944125701,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,13,1944125701,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,47153517.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,58888282.15,Knicks at Wizards 2018-03-25,Feature,2018032518,2
2018-12-28,14,60201499.15,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,321621725.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,369094676.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,385023690.2,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,14,432307618.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,14,432307618.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122810,1
2018-12-28,14,432307618.2,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,14,477130899.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,14,477130899.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,14,483173324.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,522870355.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,525934337.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,576486590.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,14,600006814.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,699509266.1,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,760618339.2,Knicks vs Bucks 2018-12-01,Highlight Clip,2018122611,1
2018-12-28,14,776085576.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,804375947.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,14,817176582.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,14,958884541.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,973517043.2,Knicks vs Magic 2018-04-03,Feature,2018040319,1
2018-12-28,14,974601419.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,1046176033,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,14,1046176033,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1182151651,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,14,1284791384,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,14,1311729010,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,1381929398,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,1381929398,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1399600359,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,14,1447948731,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1553305937,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1685763831,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,14,1685763831,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,14,1685763831,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1794681297,Knicks at Pelicans 2018-11-16,Player Interview,2018111623,1
2018-12-28,14,1802046315,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,14,1802046315,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,14,1912594483,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,1951246324,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,14,1951246324,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,14,1951246324,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122723,1
2018-12-28,14,2024009063,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,14,2024009063,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,14,2098119174,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,15,78329263.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,243214067.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,15,243214067.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,243214067.2,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,15,243214067.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122723,1
2018-12-28,15,260496513.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,383028914.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,390240559.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,15,463769428.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,503556441.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,15,714816211.2,Knicks vs Bucks 2018-12-01,Highlight Clip,2018120117,1
2018-12-28,15,918241769.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,15,918241769.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,920122360.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,959343391.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,15,1133999911,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,15,1133999911,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,1154082667,Knicks at Celtics 2018-11-21,Player Interview,2018112119,1
2018-12-28,15,1246665894,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,1321695872,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,1418116687,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,15,1486525400,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,15,1556548145,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,15,1556548145,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,15,1556548145,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,1742971816,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,15,1771968356,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,15,1914442604,Knicks at Bucks 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,15,1914442604,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,3
2018-12-28,15,1982490044,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,15,2003854541,Knicks vs Hawks 2018-12-21,Segment,2018122122,1
2018-12-28,16,147208062.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,16,148165092.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,175580490.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,219849296.2,Knicks vs Suns 2018-12-17,Feature,2018121720,1
2018-12-28,16,334236902.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,352283775.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,363969345.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,16,363969345.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,416424977.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,419495576.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,483305626.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,16,621082053.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,16,621082053.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,683843482.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,16,974351788.2,Knicks at Bucks 2018-12-27,Coach Interview,2018122810,1
2018-12-28,16,974351788.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,16,974351788.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,1047686356,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,16,1361260841,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,16,1447741838,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,1466984563,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,1478901879,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,16,1478901879,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,1726153260,"Knicks at Hawks 2018-11-07,Knicks at Raptors 2018-11-10,Knicks vs Magic 2018-11-11",Full Episode,2018110612,1
2018-12-28,16,1749291250,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,1821024057,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,1829494801,Knicks at Bucks 2018-12-27,Coach Interview,2018122723,1
2018-12-28,16,1980056113,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,1982490044,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,2098054187,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,16,2120346117,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,16,2125960587,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,17,147961875.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,221275465.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,228097766.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,17,228097766.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,17,599397936.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,985677321.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,17,1301075559,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,1439062745,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,1561562927,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,1736676751,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,17,1736676751,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,17,1845682405,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,1892900697,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,17,2050817665,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,17,2117432058,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,18,125365949.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,18,180523928.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,18,422190409.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,2
2018-12-28,18,799827641.2,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,18,918568296.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,18,918568296.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,18,957216156.2,Knicks at Bucks 2018-12-27,Player Interview,2018122810,1
2018-12-28,18,957968596.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,18,1090434955,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,18,1233879548,Knicks vs Bucks 2018-02-06,Highlight Clip,2018020620,1
2018-12-28,18,1519887178,Knicks at Bucks 2018-12-27,Highlights Analysis,2018122723,1
2018-12-28,18,1773200394,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122722,1
2018-12-28,18,2132850069,Knicks at Bucks 2018-12-27,Player Interview,2018122723,1
2018-12-28,19,61437381.15,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,19,331224914.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,19,485449863.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
2018-12-28,19,514276913.2,Knicks vs Hawks 2017-12-10,Front Office Interview,2017121020,1
2018-12-28,19,865182237.2,Rangers vs Blue Jackets 2018-12-27,Highlight Clip,2018122810,1
