Date,Custom dimension 8,Custom dimension 6,Custom dimension 13,Custom dimension 3,Custom dimension 10,Custom dimension 9,Custom dimension 1,Total events
2019-01-16,7152446.155,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-16,219955752.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-16,219955752.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Knicks Comeback Falls Just Short vs. 76ers: Highlights & Analysis,1
2019-01-16,219955752.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-16,219955752.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Player Interview,Postgame Show,Nothing Personal Between Kornet and Embiid,1
2019-01-16,229653826.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-16,313463476.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-16,673618052.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-16,673618052.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Player Interview,Postgame Show,Mudiay: Dotson Missed It Perfectly,1
2019-01-16,673618052.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Player Interview,Postgame Show,Nothing Personal Between Kornet and Embiid,1
2019-01-16,673631742.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-16,673631742.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Player Interview,Postgame Show,Nothing Personal Between Kornet and Embiid,3
2019-01-16,820389515.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Player Interview,Postgame Show,Nothing Personal Between Kornet and Embiid,1
2019-01-16,834512369.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-16,1318620189,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-17,79119821.15,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-17,79119821.15,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,3
2019-01-17,221909237.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,235556454.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,235556454.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-17,313463476.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,326336732.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,326867224.1,New York Knicks,2018121423,Knicks at Hornets 2018-12-14,Player Interview,Postgame Show,Hardaway Gives a Shout Out to Ron Baker After Win vs. Hornets,1
2019-01-17,354997217.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,481718166.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,499822632.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,663526923.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-17,773394047.2,New York Knicks,2019011717,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-17,778616896.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Knicks Comeback Falls Just Short vs. 76ers: Highlights & Analysis,1
2019-01-17,778616896.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-17,902774775.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,991157682.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-17,991157682.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,991157682.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-17,991157682.2,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-17,1037381147,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,1067171614,New York Knicks,2018121423,Knicks at Hornets 2018-12-14,Player Interview,Postgame Show,Hardaway Gives a Shout Out to Ron Baker After Win vs. Hornets,1
2019-01-17,1157072794,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,1188472319,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,1260084680,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,1305374686,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,1345670436,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,1351322153,New York Knicks,2019011411,Knicks vs 76ers 2019-01-13,Highlights Analysis,Postgame Show,Wally Wall: Knicks Go Old School With Some Team Ball,1
2019-01-17,1443611875,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights and Analysis,1
2019-01-17,1466523762,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-17,1466523762,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-17,1466523762,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-17,1521428257,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,7440184.155,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,27875178.15,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,80126698.15,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,97395233.15,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,97395233.15,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,97395233.15,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,97395233.15,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-18,127599062.2,New York Knicks,2019011316,Knicks vs 76ers 2019-01-13,Coach Interview,Postgame Show,Fizdale: Embiid Is Special & Will Keep Getting Better,1
2019-01-18,229653826.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,283420851.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,322540306.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,322540306.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,322540306.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,344914922.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,356988648.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,482712882.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,4
2019-01-18,532868019.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,567000964.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,586636479.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,586636479.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,586636479.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,586636479.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,586636479.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-18,612903530.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,612903530.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,612903530.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,612903530.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-18,630349682.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,690293846.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,690293846.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-18,724336239.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,744445064.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,744445064.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,744445064.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,744445064.2,New York Knicks,2019011411,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-18,824174826.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,824174826.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,921142341.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,921142341.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,933061638.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,950482911.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,950482911.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1061897357,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1125740745,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,1125740745,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,1125740745,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1125740745,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-18,1130009792,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1133324967,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,1209967217,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,1209967217,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,1225825686,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1251337511,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,3
2019-01-18,1297275980,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,1297275980,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1361260841,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,1379791310,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-18,1503520730,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-18,1503520730,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-18,1503520730,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-19,272986041.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,364103049.1,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,3
2019-01-19,364103049.1,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,365661962.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-19,374888922.1,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-19,566690727.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,812309009.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,812309009.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-19,923513592.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,989163194.2,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-19,1267955905,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,1337402994,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-19,1394871410,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-19,1443611875,New York Knicks,2019011813,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-19,1521080372,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-20,136319183.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-20,187751292.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-20,192680224.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,1
2019-01-20,192680224.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,192680224.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Swindow: Robinson Comes Back Strong,1
2019-01-20,192680224.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Player Interview,Postgame Show,Kornet and Mudiay Discuss Goals of Knicks Season,1
2019-01-20,389979734.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,832643585.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,893534126.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,972108017.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,1161572686,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-20,1396898946,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,134088045.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,142594773.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,152542657.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,192680224.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Coach Interview,Postgame Show,Fizdale On Donating Quarters,1
2019-01-21,192680224.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,201730604.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,213774542.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Strong Defensive Moments Can't Undo First Quarter: Highlights & Analysis,1
2019-01-21,330017710.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,388578145.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,470076987.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Coach Interview,Postgame Show,Fizdale On Learning Lessons and Missing Kanter,3
2019-01-21,479600766.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,489754032.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,506250289.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,514115864.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,520027367.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Coach Interview,Postgame Show,Fizdale On Donating Quarters,1
2019-01-21,520027367.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,520027367.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Player Interview,Postgame Show,Westbrook: A Blessing To Be Able To Play on MLK Day,1
2019-01-21,535653903.2,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,668388517.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Coach Interview,Postgame Show,Fizdale On Donating Quarters,1
2019-01-21,668388517.2,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Strong Defensive Moments Can't Undo First Quarter: Highlights & Analysis,1
2019-01-21,668388517.2,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,1
2019-01-21,1002309101,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Coach Interview,Postgame Show,Fizdale On Donating Quarters,1
2019-01-21,1002309101,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Strong Defensive Moments Can't Undo First Quarter: Highlights & Analysis,1
2019-01-21,1002396811,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,1180785380,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,1188472319,New York Knicks,2019012115,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Strong Defensive Moments Can't Undo First Quarter: Highlights & Analysis,1
2019-01-21,1311931468,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
2019-01-21,1315176322,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Segment,Postgame Show,MSG 150: Taco Night... Denied?!,1
2019-01-21,1408524757,New York Knicks,2019012116,Knicks vs Thunder 2019-01-21,Highlights Analysis,Postgame Show,Wally Wall: Knicks Bench Picks Up Team For Last Three Quarters,3
2019-01-21,1457756244,New York Knicks,2019011718,Knicks at Wizards 2019-01-17,Highlights Analysis,Postgame Show,Knicks Lose Momentum In Fourth Quarter: Highlights & Analysis,1
