Date,Custom dimension 8,Custom dimension 6,Custom dimension 13,Custom dimension 3,Custom dimension 10,Custom dimension 9,Custom dimension 1,Total events
2018-10-17,7842624.154,New York Knicks,2018101223,Knicks vs Nets 2018-10-12,Player Interview,Post Game,Kornet Goes Over Hot-Shooting 4th Quarter,1
2018-10-17,61395037.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knox Looking to be Aggressive,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Ntilikina Happy to be Named Starter,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Perry Gives an Update on Porzingis,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Trier Evaluates His Preseason,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,icymi-knicks-101518,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,64060815.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,4
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,85453522.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,3
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,BUF_DAHLIN_HIGHLIGHTS_101318,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Dahlin Turns In All-Around Game,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Devils Put In Complete Performance vs. Stars,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Dea Nets 1st as a Devil,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Palmieri Buries Nice Pass From Hall,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Isles' Comeback Bid Falls Short,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Miles Wood Loses a Tooth,1
2018-10-17,89683506.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,91665442.15,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,102440530.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,113203509.2,New York Knicks,2017120422,Knicks at Pacers 2017-12-04,Segment,Post Game,Dunk of the Year Contender From a High Schooler,1
2018-10-17,116355942.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,116355942.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,122491762.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlights Analysis,Post Game,Wally Wall: Robinson Displays Athleticism,1
2018-10-17,148233404.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Knox Looking to be Aggressive,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Ntilikina Happy to be Named Starter,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Perry Gives an Update on Porzingis,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,icymi-knicks-101518,1
2018-10-17,151913382.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,156543871.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,156543871.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,156543871.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,3
2018-10-17,156543871.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,3
2018-10-17,164984160.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,164984160.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,181436066.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,198209561.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,217106609.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,217223186.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,217223186.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Shattenkirk: We're Starting to Get the System Down,1
2018-10-17,220592892.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,220592892.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,220592892.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,225528220.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,225528220.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,228866662.2,New York Knicks,2018040922,Knicks vs Cavaliers 2018-04-09,Player Interview,Post Game,Ntilikina Surprises Young Lady With Scholarship,1
2018-10-17,235098185.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,235098185.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,235098185.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,235098185.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,235098185.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,3
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,254811400.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,283043689.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,283043689.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,285747124.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,285747124.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,285747124.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,285747124.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,295095149.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,295095149.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Wally Wall: Why You Should Be Excited About Kevin Knox,1
2018-10-17,302859147.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,302859147.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,310783930.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Devils Put In Complete Performance vs. Stars,1
2018-10-17,310783930.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,313070387.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,322540306.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Dahlin Turns In All-Around Game,1
2018-10-17,322540306.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,325481729.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,325481729.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,325759869.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,360537087.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Devils Put In Complete Performance vs. Stars,1
2018-10-17,360537087.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,387325938.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,392673723.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,392673723.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,392673723.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,400933581.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,410943655.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,415912855.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,415912855.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,415912855.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlight Clip,Post Game,Highlight: Robinson Throws It Down With Authority,1
2018-10-17,433615544.1,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,433615544.1,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,441921419.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,441921419.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,443065683.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,443065683.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,443065683.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,icymi-knicks-101518,1
2018-10-17,443065683.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,461746455.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,502204666.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,"Palmieri, Kinkaid Clutch Again",1
2018-10-17,502204666.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,510662854.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,516509809.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,3
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,517658618.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,541931260.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,582770325.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,635304073.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,636514285.2,New York Knicks,2018100522,Knicks vs Pelicans 2018-10-05,Player Interview,Post Game,Vonleh Goes Over Double-Double vs. New Orleans,1
2018-10-17,654825110.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,663245073.2,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,665306163.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,665306163.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,672182622.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,677121445.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,677121445.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,677121445.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,MSG 150: A KHL Own Goal!,1
2018-10-17,677121445.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,677121445.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,677121445.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,677121445.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,677121445.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,695371635.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,700117971.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Feature,Post Game,Who's Your Starting Five?,1
2018-10-17,700117971.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,700117971.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,704004637.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,704004637.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,719747108.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,730314908.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,730314908.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Is Quinn Seeing Enough Effort?,1
2018-10-17,736854459.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,761680746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,761680746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,783459076.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,783459076.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,788607853.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,788607853.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,788607853.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,791660931.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,794672357.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,797954746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,797954746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,797954746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,1
2018-10-17,797954746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,797954746.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,812070230.1,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,812916644.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,823359666.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,847913375.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,BUF_DAHLIN_HIGHLIGHTS_101318,1
2018-10-17,847913375.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,858031217.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,858031217.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hynes: It's Nice to See JSD Get Rewarded,1
2018-10-17,885884671.1,New York Knicks,2018020415,Knicks vs Hawks 2018-02-04,Highlights Analysis,Post Game,Breaking Down Knicks' Final Shot,1
2018-10-17,938193847.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlight Clip,Post Game,Highlight: Hezonja Finishes in Transition,1
2018-10-17,938193847.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlights Analysis,Post Game,Robinson Dominating at Both Ends of the Floor,1
2018-10-17,938193847.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlights Analysis,Post Game,Wally Wall: Ntilikina Attacking the Basket,1
2018-10-17,938193847.2,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlights Analysis,Post Game,Wally Wall: Robinson Displays Athleticism,1
2018-10-17,941354846.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,941354846.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,nyk-trier-post-100318,1
